,0
20091231,-1.363584207628172
20100129,-0.02872042877856798
20100226,-0.05515084738898987
20100331,0.05895617144075693
20100430,-0.0678254488742003
20100531,-0.019245232774014902
20100630,0.05541530798790098
20100730,-0.03872964477661189
20100831,-0.11791905200461213
20100930,-0.1511590120189936
20101029,0.1639244796052779
20101130,-0.10468167507696542
20101231,-0.007493756825490694
20110131,-0.013334880443514649
20110228,-0.054740057589709484
20110331,-0.004559280589151393
20110429,0.00316976793956443
20110531,0.03351781882130314
20110630,-0.068670874932622
20110729,0.06664803553333667
20110831,0.054272022353946986
20110930,-0.023940877408412248
20111031,0.03280067518127934
20111130,-0.027108990797849716
20111230,0.14440008869503687
20120131,0.09487293651486857
20120229,-0.11951377064760683
20120330,0.022475444739835482
20120427,0.021983650880258637
20120531,-0.05229315538657655
20120629,0.03801977065752127
20120731,0.003733942141555091
20120831,-0.008410937569338223
20120928,0.0015627442138152342
20121031,0.06835951583418104
20121130,-0.048835961974064424
20121231,-0.03382097312707143
20130131,0.0727403653856124
20130228,-0.07499518690410202
20130329,-0.0022053025220771516
20130426,0.0019591809469955146
20130531,-0.0772898117345967
20130628,0.06625683933223067
20130731,0.17537005560251911
20130830,-0.061743341873566226
20130930,0.024583334261770277
20131031,-0.022136506358683153
20131129,-0.2812983472895597
20131231,-0.015368798013425552
20140130,-0.0231312395285568
20140228,-0.015339355155423326
20140331,-0.03127010132462679
20140430,0.01818795032029707
20140530,-0.0402687334445129
20140630,-0.05783000750391211
20140731,-0.088662892507751
20140829,0.02535543759017244
20140930,-0.08914784935515496
20141031,0.050576228883543725
20141128,0.3261042382338237
20141231,0.5525727060466947
20150130,-0.15237359682300786
20150227,0.03574099638599432
20150331,-0.11007936967757076
20150430,-0.014105750797341464
20150529,-0.3947671594124571
20150630,0.16084798805853268
20150731,0.10692258935792606
20150831,0.07943361667386875
20150930,-0.023699906000064053
20151030,-0.1669424046509229
20151130,-0.06565739274277149
20151231,-0.03655002804615426
20160129,0.1475095023093745
20160229,-0.02149747627892587
20160331,-0.008466583332266603
20160429,0.04801755468137264
20160531,0.009445368888637555
20160630,-0.05557139657294917
20160729,-0.00349179467491462
20160831,0.0011964415755816096
20160930,-0.023281837423334013
20161031,-0.02707417093240601
20161130,0.04071446354973135
20161230,-0.03954340334096852
20170126,0.041265891471028354
20170228,-0.034464174884606305
20170331,0.02132385608993277
20170428,0.026745459915195422
20170531,0.09402216539345204
20170630,0.05044144649495401
20170731,-0.017796563341632324
20170831,0.009151761849808995
20170929,-0.08710260909090517
20171031,0.09730983781393468
20171130,0.002682752152022419
20171229,0.03203915484092707
20180131,0.019773467900811418
20180228,-0.06275777270863309
20180330,-0.16624919264039412
20180427,0.03615227475566218
20180531,0.20539086810909163
20180629,-0.023516399697294812
20180731,0.025789017971479963
20180831,0.0016898288629608876
20180928,0.04128112886008797
20181031,0.08372791216360566
20181130,-0.09791698075757149
20181228,-0.0033271266692641716
20190131,0.06090235673561081
20190228,-0.05929203319735048
20190329,-0.05361254027436094
20190430,0.04981319209784284
20190531,0.03049280378660113
20190628,0.022001414435774663
20190731,0.011232279897684744
20190830,0.04894038957076141
20190930,-0.02476105554597957
20191031,0.03623020001473024
20191129,-0.00029163121187607277
20191231,-0.006165845349140067
20200123,-0.035554422870304865
20200228,0.038686115004347814
20200331,0.09734931246737617
